Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spend_Score,Spend_Binary
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Jewelry & Accessories,373.05,3,In-Store,3,4,0.3,Low,Not Sensitive,1,10,Medium,Tablet,Cash,3/14/2024,False,True,Planned,Standard,7,1119.15,Not_High
35-853-2222,19,Female,High,Married,Bachelor's,High,Sports & Outdoors,393.78,6,Online,3,4,1.0,Medium,Very Sensitive,0,5,Low,Tablet,Other,3/25/2024,True,False,Need-based,No Preference,14,2362.68,Not_High
83-670-9273,27,Female,High,Widowed,Master's,High,Clothing,245.04,4,Online,3,2,0.0,High,Not Sensitive,2,6,High,Tablet,Other,12/3/24,True,True,Need-based,Standard,10,980.16,Not_High
37-783-6086,26,Female,High,Divorced,Master's,Middle,Beauty & Personal Care,111.27,3,Online,1,3,1.0,High,Very Sensitive,2,10,None,Smartphone,PayPal,5/13/2024,False,False,Impulsive,No Preference,12,333.81,Not_High
79-902-8144,26,Female,High,Single,Bachelor's,Middle,Baby Products,93.29,11,Online,2,2,0.0,High,Very Sensitive,0,7,Low,Tablet,Other,7/25/2024,True,False,Impulsive,No Preference,9,1026.19,Not_High
41-009-7879,27,Female,High,Married,High School,Middle,Hotels,156.5,5,Mixed,1,1,1.0,High,Very Sensitive,0,3,High,Desktop,Other,1/10/24,True,False,Wants-based,Standard,14,782.5,Not_High
89-302-8461,37,Male,Middle,Single,Master's,Middle,Packages),290.11,8,Mixed,4,4,1.0,Medium,Very Sensitive,1,4,Medium,Smartphone,PayPal,10/30/2024,False,False,Impulsive,No Preference,14,2320.88,Not_High
23-066-1915,23,Female,Middle,Single,Bachelor's,Middle,Software & Apps,355.28,3,Mixed,5,5,0.0,Low,Very Sensitive,1,4,Low,Smartphone,Credit Card,9/17/2024,True,True,Planned,No Preference,5,1065.84,Not_High
39-090-0124,31,Bigender,Middle,Single,Bachelor's,High,Gardening & Outdoors,73.74,7,Online,4,2,0.3,High,Not Sensitive,1,3,Medium,Smartphone,Other,8/17/2024,False,False,Wants-based,Standard,13,516.18,Not_High
41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Sports & Outdoors,170.35,10,In-Store,2,1,1.0,Medium,Very Sensitive,1,10,Low,Desktop,Cash,6/3/24,True,True,Need-based,Standard,1,1703.5,Not_High
04-352-1558,36,Female,High,Single,Master's,Middle,Home Appliances,123.7,6,Online,2,5,0.0,High,Very Sensitive,1,5,None,Smartphone,Other,7/28/2024,False,False,Impulsive,Express,2,742.2,Not_High
93-867-8303,21,Female,Middle,Single,Master's,High,Gardening & Outdoors,201.6,9,In-Store,1,4,2.0,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,10/24/2024,False,False,Impulsive,Express,14,1814.3999999999999,Not_High
31-088-6950,27,Female,Middle,Single,Master's,High,Furniture,116.14,11,Mixed,1,4,1.0,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,4/1/24,False,True,Wants-based,Express,14,1277.54,Not_High
43-616-8365,29,Female,Middle,Single,Master's,High,Jewelry & Accessories,483.38,9,Online,2,1,0.0,High,Somewhat Sensitive,2,3,High,Desktop,Other,6/9/24,False,True,Need-based,Standard,8,4350.42,High
71-876-9118,24,Male,Middle,Single,High School,Middle,Health Supplements,418.62,9,In-Store,1,2,0.0,Low,Not Sensitive,0,9,None,Smartphone,Other,11/14/2024,True,False,Need-based,Standard,11,3767.58,High
18-263-0366,33,Female,Middle,Divorced,Bachelor's,Middle,Books,139.83,12,Online,2,4,2.0,None,Not Sensitive,0,1,None,Tablet,Cash,10/8/24,False,False,Impulsive,Express,10,1677.96,Not_High
25-502-1415,38,Female,High,Married,Master's,Middle,Arts & Crafts,54.17,4,Mixed,4,5,0.0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,1/11/24,False,True,Planned,No Preference,7,216.68,Not_High
50-000-9588,47,Male,High,Divorced,Master's,High,Jewelry & Accessories,437.59,10,In-Store,1,4,0.0,None,Very Sensitive,0,4,High,Tablet,Credit Card,2/26/2024,True,True,Impulsive,Express,9,4375.9,High
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Hotels,113.57,5,Online,4,4,2.0,Medium,Very Sensitive,1,1,High,Tablet,Cash,11/1/24,False,True,Wants-based,Standard,8,567.8499999999999,Not_High
19-311-9149,21,Bigender,High,Single,High School,High,Packages),305.54,6,In-Store,3,5,0.0,Medium,Somewhat Sensitive,0,5,Medium,Smartphone,Other,3/28/2024,True,False,Wants-based,No Preference,7,1833.2400000000002,Not_High
94-212-7169,23,Female,High,Divorced,High School,High,Food & Beverages,339.12,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,1/8/24,False,False,Impulsive,No Preference,1,678.24,Not_High
17-246-6194,45,Non-binary,Middle,Divorced,Bachelor's,High,Jewelry & Accessories,323.4,11,Mixed,2,3,2.0,Low,Very Sensitive,0,8,None,Smartphone,Credit Card,2/28/2024,True,True,Need-based,Standard,10,3557.3999999999996,High
26-672-1285,24,Genderfluid,Middle,Married,High School,Middle,Clothing,472.61,9,In-Store,5,5,2.0,None,Very Sensitive,1,4,None,Smartphone,PayPal,9/15/2024,True,True,Impulsive,Express,5,4253.49,High
00-265-0556,20,Female,Middle,Widowed,High School,Middle,Furniture,68.02,10,Online,3,2,1.0,None,Very Sensitive,1,6,None,Tablet,Credit Card,11/1/24,True,True,Need-based,Express,6,680.1999999999999,Not_High
76-397-3294,27,Male,High,Single,Master's,Middle,Toys & Games,199.44,7,Online,2,1,2.0,None,Very Sensitive,0,3,None,Tablet,Cash,7/14/2024,False,True,Need-based,Standard,1,1396.08,Not_High
43-612-8079,47,Male,High,Divorced,High School,Middle,Sports & Outdoors,250.73,4,Online,3,2,1.0,Low,Somewhat Sensitive,1,10,None,Desktop,Cash,4/24/2024,False,True,Planned,No Preference,10,1002.92,Not_High
17-213-2834,34,Male,Middle,Single,High School,Middle,Clothing,372.49,12,Online,4,3,0.0,High,Very Sensitive,0,5,Medium,Desktop,Debit Card,8/22/2024,True,False,Planned,No Preference,7,4469.88,High
36-214-1586,41,Male,High,Widowed,High School,High,Books,186.85,2,Online,3,1,2.0,High,Not Sensitive,2,8,Low,Smartphone,Other,2/20/2024,True,False,Impulsive,Express,12,373.7,Not_High
32-414-1466,26,Male,High,Widowed,Master's,Middle,Sports & Outdoors,73.32,10,In-Store,5,1,1.0,None,Not Sensitive,1,1,Medium,Smartphone,Debit Card,1/27/2024,True,False,Wants-based,Standard,14,733.1999999999999,Not_High
12-699-6543,49,Male,Middle,Widowed,Bachelor's,Middle,Clothing,214.59,6,Online,1,1,0.0,None,Somewhat Sensitive,1,8,Low,Tablet,Other,2/9/24,True,False,Wants-based,Standard,9,1287.54,Not_High
83-427-3218,47,Female,Middle,Widowed,High School,Middle,Furniture,467.32,12,In-Store,4,4,2.0,Medium,Somewhat Sensitive,2,4,Low,Smartphone,PayPal,1/28/2024,False,True,Need-based,No Preference,11,5607.84,High
61-663-9008,18,Male,Middle,Married,Master's,Middle,Travel & Leisure (Flights,475.65,4,In-Store,4,5,0.0,High,Somewhat Sensitive,2,6,Low,Smartphone,PayPal,6/23/2024,True,True,Wants-based,Express,14,1902.6,Not_High
86-917-7481,48,Female,Middle,Widowed,Master's,High,Animal Feed,161.38,11,Mixed,5,3,0.0,None,Very Sensitive,1,10,High,Tablet,Debit Card,8/20/2024,True,True,Impulsive,Standard,10,1775.1799999999998,Not_High
66-086-2306,19,Male,Middle,Single,Bachelor's,Middle,Baby Products,249.78,4,In-Store,5,4,0.0,Low,Very Sensitive,0,1,None,Desktop,PayPal,11/24/2024,False,False,Wants-based,No Preference,11,999.12,Not_High
43-671-9834,39,Female,Middle,Divorced,High School,High,Clothing,149.88,9,Mixed,3,2,0.0,Low,Somewhat Sensitive,1,10,Low,Smartphone,Debit Card,4/19/2024,False,False,Impulsive,Standard,4,1348.92,Not_High
90-888-8726,48,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,347.09,5,In-Store,5,2,0.0,Medium,Somewhat Sensitive,2,1,None,Smartphone,Other,1/26/2024,False,False,Planned,No Preference,7,1735.4499999999998,Not_High
23-085-0811,43,Female,High,Widowed,Master's,High,Health Care,345.49,9,Mixed,3,1,2.0,High,Not Sensitive,0,10,Medium,Tablet,PayPal,9/6/24,True,False,Impulsive,Express,3,3109.41,High
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Health Care,297.24,2,Mixed,1,4,0.0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,6/29/2024,True,True,Planned,Express,7,594.48,Not_High
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Home Appliances,494.34,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,3/3/24,False,False,Wants-based,Express,3,5932.08,High
42-674-3987,29,Genderqueer,Middle,Married,Master's,High,Animal Feed,443.52,5,In-Store,5,3,0.0,None,Somewhat Sensitive,0,7,Low,Tablet,Cash,5/10/24,True,False,Need-based,Standard,9,2217.6,Not_High
41-934-7739,45,Genderfluid,Middle,Divorced,High School,High,Jewelry & Accessories,457.18,7,In-Store,4,3,2.0,High,Very Sensitive,2,6,Medium,Smartphone,Other,8/20/2024,True,True,Wants-based,Express,10,3200.26,High
48-825-0400,38,Male,Middle,Single,Master's,High,Books,407.88,4,In-Store,1,3,1.0,None,Very Sensitive,1,10,Medium,Tablet,Cash,11/11/24,False,False,Planned,Standard,14,1631.52,Not_High
30-133-5120,30,Male,Middle,Widowed,Bachelor's,Middle,Books,448.68,8,In-Store,4,4,2.0,High,Somewhat Sensitive,1,3,Medium,Tablet,Debit Card,5/25/2024,True,False,Wants-based,Express,8,3589.44,High
29-827-8515,40,Female,High,Widowed,Bachelor's,High,Electronics,255.96,7,Online,5,1,1.0,High,Very Sensitive,0,10,None,Tablet,Cash,12/23/2024,False,False,Need-based,No Preference,13,1791.72,Not_High
91-724-4633,45,Male,Middle,Married,High School,High,Luxury Goods,146.07,7,In-Store,4,2,1.0,Low,Very Sensitive,1,6,None,Tablet,Credit Card,7/7/24,True,True,Need-based,Standard,1,1022.49,Not_High
10-328-5732,44,Female,High,Single,High School,Middle,Health Supplements,311.9,4,In-Store,2,4,2.0,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,12/30/2024,False,True,Planned,No Preference,2,1247.6,Not_High
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Gardening & Outdoors,301.6,4,Mixed,4,5,1.0,Low,Not Sensitive,2,10,High,Desktop,Credit Card,3/11/24,False,False,Impulsive,Standard,13,1206.4,Not_High
07-751-9620,23,Polygender,Middle,Widowed,Bachelor's,High,Software & Apps,297.45,3,Mixed,1,5,0.0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,7/7/24,False,False,Planned,No Preference,4,892.3499999999999,Not_High
81-877-9170,30,Genderqueer,High,Widowed,Bachelor's,High,Sports & Outdoors,157.26,3,Online,1,3,1.0,Medium,Not Sensitive,1,1,None,Desktop,Cash,7/24/2024,False,False,Need-based,Standard,8,471.78,Not_High
19-885-2597,42,Male,High,Widowed,Master's,Middle,Health Supplements,239.46,3,Mixed,3,1,0.0,Low,Not Sensitive,2,8,High,Desktop,Other,8/4/24,True,True,Planned,Standard,7,718.38,Not_High
82-389-2029,28,Female,High,Widowed,High School,High,Gardening & Outdoors,240.82,10,Mixed,1,3,2.0,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,1/2/24,True,False,Planned,No Preference,8,2408.2,Not_High
97-463-0048,44,Female,Middle,Single,Master's,High,Sports & Outdoors,302.07,6,Mixed,1,5,1.0,Medium,Not Sensitive,2,5,Medium,Desktop,Other,4/9/24,True,False,Planned,Express,13,1812.42,Not_High
91-572-6135,45,Male,Middle,Widowed,Bachelor's,Middle,Software & Apps,367.99,2,Online,2,5,1.0,None,Not Sensitive,2,2,High,Smartphone,Debit Card,10/15/2024,False,False,Planned,Express,8,735.98,Not_High
10-232-0685,46,Female,High,Married,Master's,Middle,Groceries,359.75,7,In-Store,5,1,1.0,High,Not Sensitive,1,6,Low,Tablet,Other,1/23/2024,False,False,Wants-based,Standard,3,2518.25,Not_High
77-761-7475,28,Female,Middle,Divorced,Bachelor's,High,Packages),204.44,2,Mixed,5,3,2.0,None,Somewhat Sensitive,1,3,High,Desktop,Debit Card,12/1/24,False,True,Impulsive,Standard,13,408.88,Not_High
78-826-3039,27,Male,High,Single,Master's,High,Gardening & Outdoors,228.93,7,Online,1,1,2.0,Low,Not Sensitive,2,2,Medium,Desktop,PayPal,2/19/2024,True,True,Impulsive,Express,11,1602.51,Not_High
86-668-1045,20,Female,High,Single,High School,Middle,Office Supplies,355.31,11,Online,1,1,0.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,8/19/2024,False,True,Impulsive,Express,12,3908.41,High
14-603-9698,40,Male,High,Married,High School,High,Animal Feed,334.67,12,In-Store,2,1,2.0,None,Somewhat Sensitive,2,5,None,Tablet,Debit Card,11/18/2024,True,False,Need-based,Standard,13,4016.04,High
23-752-2213,36,Male,Middle,Widowed,Master's,Middle,Books,182.72,5,Online,2,1,2.0,High,Very Sensitive,1,7,None,Desktop,Other,6/4/24,False,False,Impulsive,No Preference,13,913.6,Not_High
71-486-8561,43,Male,High,Widowed,High School,Middle,Jewelry & Accessories,260.22,11,In-Store,4,3,0.0,None,Not Sensitive,2,5,High,Desktop,Credit Card,11/20/2024,False,True,Need-based,Express,13,2862.42,Not_High
76-382-7162,26,Female,High,Single,High School,Middle,Food & Beverages,454.93,8,Online,3,5,0.0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,4/21/2024,False,False,Wants-based,No Preference,11,3639.44,High
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Beauty & Personal Care,325.42,11,In-Store,2,4,2.0,Low,Not Sensitive,1,1,High,Desktop,Other,10/20/2024,True,False,Impulsive,Express,7,3579.6200000000003,High
84-765-0748,34,Female,Middle,Widowed,High School,High,Jewelry & Accessories,351.36,2,In-Store,5,3,2.0,High,Very Sensitive,2,6,None,Desktop,Other,2/9/24,False,True,Need-based,Standard,7,702.72,Not_High
54-207-8349,40,Male,High,Single,Bachelor's,Middle,Baby Products,333.63,8,Mixed,4,5,2.0,None,Very Sensitive,2,2,High,Smartphone,Other,12/5/24,False,False,Need-based,Express,14,2669.04,Not_High
20-419-0341,42,Female,High,Married,Bachelor's,Middle,Beauty & Personal Care,469.9,4,Mixed,2,5,1.0,Low,Not Sensitive,1,7,None,Desktop,Cash,6/28/2024,False,False,Planned,No Preference,7,1879.6,Not_High
52-005-9914,28,Male,High,Married,Bachelor's,High,Mobile Accessories,207.52,4,In-Store,3,4,1.0,Low,Not Sensitive,1,8,High,Desktop,Debit Card,8/6/24,False,False,Impulsive,No Preference,2,830.08,Not_High
34-846-7805,49,Male,High,Single,Bachelor's,High,Toys & Games,125.89,7,In-Store,3,3,2.0,Low,Not Sensitive,1,6,Medium,Desktop,Debit Card,11/22/2024,False,False,Wants-based,No Preference,13,881.23,Not_High
26-596-5461,46,Female,High,Single,Master's,Middle,Electronics,170.77,9,Online,5,2,1.0,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,8/4/24,False,False,Impulsive,No Preference,4,1536.93,Not_High
20-157-8631,44,Female,High,Divorced,Master's,High,Electronics,63.91,2,Online,1,4,2.0,None,Not Sensitive,0,6,Medium,Smartphone,Cash,1/12/24,False,True,Planned,No Preference,12,127.82,Not_High
91-199-9097,29,Male,High,Married,High School,Middle,Clothing,340.55,7,In-Store,4,5,0.0,Low,Not Sensitive,0,7,None,Desktop,Credit Card,11/19/2024,False,True,Planned,Express,1,2383.85,Not_High
55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Software & Apps,378.14,6,Mixed,2,2,1.0,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,9/4/24,False,False,Wants-based,Standard,7,2268.84,Not_High
83-455-7266,37,Female,Middle,Married,Bachelor's,Middle,Toys & Games,235.84,9,Mixed,5,2,0.0,None,Very Sensitive,2,3,None,Desktop,Cash,8/3/24,False,False,Planned,No Preference,14,2122.56,Not_High
67-599-9267,47,Male,High,Widowed,High School,Middle,Arts & Crafts,164.44,5,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,4/8/24,False,False,Impulsive,No Preference,5,822.2,Not_High
41-501-9276,24,Male,High,Married,Bachelor's,High,Sports & Outdoors,455.81,3,Online,2,3,1.0,Low,Somewhat Sensitive,1,6,Medium,Smartphone,Debit Card,4/21/2024,False,False,Wants-based,Express,6,1367.43,Not_High
99-509-4653,36,Male,High,Widowed,Master's,High,Health Care,298.32,7,In-Store,3,5,1.0,Low,Somewhat Sensitive,2,8,None,Tablet,Other,6/17/2024,True,False,Wants-based,Standard,12,2088.24,Not_High
31-284-5722,36,Female,High,Single,Bachelor's,High,Hotels,351.71,7,In-Store,2,2,0.0,Medium,Very Sensitive,1,6,Medium,Tablet,Other,3/19/2024,True,False,Need-based,Standard,8,2461.97,Not_High
88-000-9227,49,Male,Middle,Divorced,Bachelor's,Middle,Toys & Games,393.48,11,In-Store,2,2,0.0,High,Very Sensitive,1,10,None,Tablet,Other,8/13/2024,True,True,Need-based,Standard,3,4328.280000000001,High
52-726-9328,19,Genderfluid,High,Single,High School,High,Office Supplies,241.72,6,Mixed,5,2,1.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,5/29/2024,False,True,Planned,Express,2,1450.32,Not_High
60-198-5417,27,Female,High,Single,Bachelor's,High,Software & Apps,280.2,3,In-Store,4,2,0.0,Medium,Somewhat Sensitive,2,7,None,Desktop,Other,12/3/24,False,False,Need-based,No Preference,13,840.5999999999999,Not_High
00-107-4749,36,Female,Middle,Single,Master's,Middle,Health Supplements,178.04,5,Mixed,1,1,2.0,None,Somewhat Sensitive,2,10,High,Smartphone,Credit Card,9/19/2024,True,True,Impulsive,Express,11,890.1999999999999,Not_High
88-428-8409,37,Male,High,Married,Master's,Middle,Packages),347.99,5,Mixed,4,4,1.0,Low,Somewhat Sensitive,0,1,High,Desktop,PayPal,3/22/2024,True,False,Planned,Standard,6,1739.95,Not_High
21-313-7424,45,Female,Middle,Single,Master's,High,Office Supplies,343.81,3,In-Store,3,5,0.0,High,Somewhat Sensitive,0,7,Medium,Desktop,Credit Card,2/22/2024,False,True,Need-based,Standard,3,1031.43,Not_High
79-973-7862,47,Female,Middle,Married,Master's,Middle,Animal Feed,105.29,7,In-Store,2,5,0.0,Low,Very Sensitive,0,1,High,Desktop,Cash,12/25/2024,False,True,Need-based,Express,4,737.0300000000001,Not_High
81-814-3498,32,Male,Middle,Single,High School,Middle,Hotels,483.66,3,Online,1,4,1.0,Medium,Not Sensitive,2,1,Medium,Desktop,Other,8/27/2024,False,False,Impulsive,Standard,9,1450.98,Not_High
34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Home Appliances,69.41,8,Mixed,5,3,0.0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,1/28/2024,False,False,Wants-based,Standard,5,555.28,Not_High
05-067-9686,20,Genderfluid,High,Single,Master's,Middle,Toys & Games,207.18,11,Online,1,3,0.0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,11/16/2024,False,False,Wants-based,Standard,8,2278.98,Not_High
61-951-7929,32,Male,Middle,Divorced,High School,High,Health Supplements,454.15,11,In-Store,2,1,1.0,High,Not Sensitive,1,8,High,Smartphone,Cash,12/8/24,True,True,Planned,Express,13,4995.65,High
53-667-0793,25,Male,High,Widowed,High School,High,Groceries,113.01,11,In-Store,5,2,2.0,Low,Very Sensitive,1,1,None,Tablet,Credit Card,5/15/2024,False,True,Impulsive,Express,4,1243.1100000000001,Not_High
61-212-1117,42,Male,Middle,Divorced,Bachelor's,Middle,Packages),419.13,4,Mixed,3,5,1.0,None,Not Sensitive,0,1,None,Smartphone,Cash,8/3/24,False,True,Wants-based,Express,6,1676.52,Not_High
09-443-7536,37,Female,High,Single,Bachelor's,High,Jewelry & Accessories,183.86,5,Mixed,1,1,2.0,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,10/7/24,False,True,Wants-based,Standard,3,919.3000000000001,Not_High
27-463-5671,21,Genderfluid,Middle,Widowed,Master's,Middle,Packages),53.87,10,In-Store,4,3,0.0,Medium,Very Sensitive,0,10,High,Tablet,Cash,6/25/2024,True,False,Planned,No Preference,2,538.6999999999999,Not_High
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Food & Beverages,427.82,9,In-Store,5,5,0.0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,4/4/24,True,False,Wants-based,No Preference,14,3850.38,High
42-969-0735,29,Female,High,Divorced,Bachelor's,Middle,Packages),282.82,6,In-Store,5,3,2.0,Medium,Very Sensitive,2,7,None,Desktop,Other,2/29/2024,False,True,Wants-based,Standard,3,1696.92,Not_High
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Electronics,215.31,7,Online,5,5,2.0,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,4/9/24,False,True,Impulsive,No Preference,7,1507.17,Not_High
33-467-2534,43,Male,Middle,Widowed,Master's,High,Furniture,183.66,11,Online,3,1,1.0,Low,Very Sensitive,0,10,Medium,Tablet,Credit Card,4/18/2024,True,True,Planned,No Preference,6,2020.26,Not_High
35-418-0288,48,Female,High,Divorced,High School,Middle,Baby Products,198.73,10,In-Store,1,5,2.0,High,Very Sensitive,1,5,None,Desktop,Other,2/2/24,True,False,Impulsive,Standard,4,1987.3,Not_High
33-787-2143,26,Female,Middle,Married,High School,High,Travel & Leisure (Flights,265.72,5,Mixed,5,4,0.0,None,Very Sensitive,0,9,None,Tablet,Debit Card,4/22/2024,True,True,Planned,Express,13,1328.6000000000001,Not_High
58-528-6262,42,Male,Middle,Married,Master's,High,Software & Apps,138.35,2,Online,4,5,2.0,Low,Not Sensitive,0,2,Low,Smartphone,Other,7/14/2024,True,True,Wants-based,No Preference,8,276.7,Not_High
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,Groceries,441.87,3,Mixed,1,2,1.0,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,9/10/24,True,False,Wants-based,No Preference,13,1325.6100000000001,Not_High
81-515-5823,40,Female,Middle,Married,Master's,Middle,Clothing,178.29,4,Mixed,4,3,2.0,Low,Very Sensitive,2,10,High,Desktop,Cash,7/29/2024,False,True,Planned,No Preference,8,713.16,Not_High
90-858-0453,23,Male,Middle,Widowed,High School,High,Sports & Outdoors,77.08,10,Mixed,2,1,0.0,High,Not Sensitive,0,8,None,Tablet,PayPal,10/15/2024,True,True,Impulsive,Standard,1,770.8,Not_High
28-874-8938,46,Male,High,Married,High School,High,Office Supplies,266.9,11,Mixed,4,2,2.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,7/1/24,False,True,Wants-based,Express,13,2935.8999999999996,Not_High
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Electronics,269.84,4,In-Store,5,4,0.0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,5/4/24,True,True,Wants-based,No Preference,2,1079.36,Not_High
07-966-8728,23,Male,Middle,Married,Master's,High,Home Appliances,334.22,8,Online,2,2,2.0,None,Very Sensitive,2,8,None,Tablet,Cash,3/2/24,False,False,Need-based,Standard,1,2673.76,Not_High
94-408-2581,40,Female,Middle,Married,High School,High,Travel & Leisure (Flights,474.56,8,In-Store,1,5,2.0,Low,Not Sensitive,1,6,High,Smartphone,PayPal,4/17/2024,True,False,Planned,Standard,12,3796.48,High
55-301-9368,34,Male,High,Married,Master's,High,Electronics,360.91,4,Mixed,3,5,1.0,High,Somewhat Sensitive,0,8,High,Desktop,Credit Card,8/30/2024,True,True,Planned,No Preference,4,1443.64,Not_High
72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Groceries,373.49,6,Online,4,1,0.0,Medium,Very Sensitive,0,10,Low,Tablet,Cash,4/23/2024,True,True,Impulsive,Standard,1,2240.94,Not_High
06-008-2805,32,Female,High,Married,Master's,Middle,Sports & Outdoors,462.3,5,Mixed,3,3,2.0,None,Not Sensitive,2,4,Medium,Tablet,Cash,11/25/2024,True,True,Impulsive,Standard,4,2311.5,Not_High
77-178-6086,42,Female,Middle,Single,Master's,Middle,Toys & Games,332.67,8,In-Store,1,4,2.0,Medium,Somewhat Sensitive,1,2,High,Smartphone,Other,12/11/24,False,True,Impulsive,Express,4,2661.36,Not_High
28-832-2885,22,Female,High,Divorced,Master's,Middle,Home Appliances,235.39,9,Online,5,4,1.0,None,Not Sensitive,0,6,None,Smartphone,Credit Card,5/25/2024,False,True,Planned,No Preference,6,2118.5099999999998,Not_High
75-210-7391,44,Female,Middle,Married,High School,Middle,Packages),269.78,7,In-Store,2,3,1.0,Medium,Somewhat Sensitive,2,7,Medium,Desktop,Other,7/25/2024,True,True,Need-based,No Preference,5,1888.4599999999998,Not_High
60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Gardening & Outdoors,498.33,2,Online,3,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,PayPal,5/8/24,True,True,Wants-based,Express,1,996.66,Not_High
24-241-7171,30,Female,High,Single,High School,High,Health Supplements,182.94,7,Mixed,1,5,2.0,None,Not Sensitive,2,7,Low,Desktop,Other,5/28/2024,True,True,Need-based,Express,12,1280.58,Not_High
53-784-1855,19,Female,Middle,Divorced,Master's,High,Health Supplements,121.7,7,Mixed,4,3,0.0,High,Very Sensitive,2,5,None,Smartphone,Credit Card,6/24/2024,True,True,Planned,Standard,8,851.9,Not_High
83-561-3374,45,Female,High,Widowed,Master's,Middle,Software & Apps,489.27,4,Mixed,1,4,1.0,High,Somewhat Sensitive,1,3,None,Tablet,Debit Card,1/13/2024,False,False,Wants-based,Standard,3,1957.08,Not_High
96-121-0629,38,Male,Middle,Married,Bachelor's,Middle,Software & Apps,303.93,6,Mixed,3,2,0.0,High,Not Sensitive,1,10,Low,Smartphone,Debit Card,3/13/2024,True,False,Need-based,No Preference,2,1823.58,Not_High
00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Food & Beverages,302.74,11,Mixed,1,5,0.0,High,Very Sensitive,0,6,High,Smartphone,PayPal,6/28/2024,True,True,Wants-based,Express,5,3330.1400000000003,High
36-593-2907,42,Genderqueer,High,Single,Bachelor's,High,Beauty & Personal Care,157.21,11,Online,3,3,0.0,Medium,Not Sensitive,0,3,High,Tablet,Debit Card,4/30/2024,True,False,Wants-based,Express,5,1729.3100000000002,Not_High
22-692-3470,46,Female,High,Widowed,High School,High,Sports & Outdoors,159.45,2,Online,3,2,2.0,Medium,Very Sensitive,0,5,None,Smartphone,Debit Card,6/14/2024,True,False,Impulsive,Standard,14,318.9,Not_High
90-322-7329,44,Female,High,Widowed,High School,Middle,Luxury Goods,312.93,2,In-Store,2,2,1.0,High,Very Sensitive,0,7,None,Smartphone,PayPal,8/4/24,True,True,Wants-based,No Preference,3,625.86,Not_High
28-395-9872,38,Male,High,Married,Master's,Middle,Hotels,65.68,4,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,Medium,Smartphone,Other,5/7/24,False,False,Impulsive,Standard,12,262.72,Not_High
